address,price,gross_tax,strata_maintenance_fees,bedrooms,bathrooms,property_type,property_age,title,heating_type,feature,amenities,appliances,community,days_on_rew,property_views,mls®_number,source,frontage,lot_size,year_built,depth,half_bathrooms,lot_width,lot_length,age,bungalow,storey,basement,laneway_house,garage,split_entry
5700 Smith Drive,1749000,5602,,6.0,5.0,house,,freehold nonstrata,"baseboard,hot water","cul-de-sac, drapes/window coverings","golf course nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,hamilton,1 day,93.0,r2769224,rebgv,59.00 feet,,2003,,0.0,,,20.0,0,2,0,0,0,0
9560 Bates Road,3588000,8327,,4.0,4.0,house,,freehold nonstrata,"heat recovery ventilator, radiant","garage door opener, heat recovery ventilator, jetted bathtub, pantry",air conditioning,"range top, washer/dryer/fridge/stove/dishwasher",broadmoor,97 days,620.0,r2745734,rebgv,60.00 feet,,2013,,1.0,,,10.0,0,2,0,0,1,0
8593 Ash Street,2349000,6053,,5.0,4.0,house,,freehold nonstrata,radiant,"drapes/window coverings, security system, vacuum - built in, wet bar, windows - thermo",,"microwave, washer/dryer/fridge/stove/dishwasher",garden city,97 days,2718.0,r2745566,rebgv,40.00 feet,5942,2007,148.55,0.0,40,40,16.0,0,2,0,0,0,0
5591 Oliver Drive,1599000,3851,,4.0,2.0,house,,freehold nonstrata,"forced air,natural gas","drapes/window coverings, garage door opener, other - see remarks, pantry, storage shed, vacuum - built in","air conditioning, golf course nearby, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher, wine cooler",hamilton,2 days,181.0,r2768916,rebgv,39.80 feet,3895,1992,99.40,1.0,39,39,31.0,0,2,0,0,1,0
8331 Williams Road,2780000,6577,,5.0,5.0,house,,freehold nonstrata,radiant,"smoke alarm, sprinkler - fire","recreation nearby, shopping nearby","clothes dryer, clothes washer, dishwasher, in suite laundry, refrigerator, stove",saunders,29 days,797.0,r2761517,rebgv,66.01 feet,10551,1994,159.87,1.0,66,66,29.0,0,2,0,0,0,0
9491 Desmond Road,3880000,4854,,5.0,5.0,house,,freehold nonstrata,"natural gas,radiant","drapes/window coverings, garage door opener, oven - built in, vacuum - built in","air conditioning, central air conditioning, shopping nearby","dishwasher, in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",seafair,99 days,2068.0,r2745441,rebgv,66.00 feet,7920,2022,120,1.0,66,66,1.0,0,2,0,0,1,0
5811 Murchison Road,3888000,5281,,5.0,5.0,house,,freehold nonstrata,"heat recovery ventilator, electric,natural gas,radiant","drapes/window coverings, garage door opener, heat recovery ventilator, oven - built in, security system, sprinkler - inground, vacuum - built in","air conditioning, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",riverdale,99 days,1376.0,r2745055,rebgv,69.00 feet,8074,2023,117,1.0,69,69,0.0,0,2,0,0,1,0
3191 Wardmore Place,2959000,7266,,5.0,4.0,house,,freehold nonstrata,geothermal,"drapes/window coverings, garage door opener, smoke alarm","golf course nearby, recreation nearby, shopping nearby","disposal - waste, in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",seafair,30 days,2839.0,r2761330,rebgv,0.00 feet,,2013,,1.0,,,10.0,0,2,0,0,1,0
11431 Seacrest Road,1880000,4529,,6.0,2.0,house,,freehold nonstrata,forced air,"drapes/window coverings, oven - built in","recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,ironwood,99 days,782.0,r2745106,rebgv,60.00 feet,7200,1967,120,1.0,60,60,56.0,0,2,0,0,0,0
9340 No. 6 Road,3300000,8472,,2.0,1.0,house,,freehold nonstrata,,,"golf course nearby, recreation nearby, shopping nearby",,east richmond,100 days,283.0,r2745018,rebgv,156.21 feet,,1956,1347.98,0.0,156,156,67.0,0,1,0,0,-1,0
10720 Railway Avenue,2300000,5310,,3.0,1.0,house,,freehold nonstrata,"forced air,natural gas",drapes/window coverings,"recreation nearby, shopping nearby","refrigerator, stove",steveston north,261 days,900.0,r2713469,rebgv,0.00 feet,10837,1959,0,1.0,0,0,64.0,1,-1,0,0,0,0
5231 Chetwynd Avenue,3688000,5561,,5.0,5.0,house,,freehold nonstrata,radiant,"drapes/window coverings, garden, security system, smoke alarm, vacuum - built in","air conditioning, central air conditioning, recreation nearby, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",lackner,100 days,1613.0,r2744780,rebgv,76.00 feet,7100,2023,93,1.0,76,76,0.0,0,2,0,0,0,0
9728 Saunders Road,3398000,7669,,5.0,5.0,house,,freehold nonstrata,"heat recovery ventilator, natural gas,radiant","heat recovery ventilator, security system, vaulted ceiling","air conditioning, central air conditioning, recreation nearby, sauna, shopping nearby",washer/dryer/fridge/stove/dishwasher,saunders,2 days,53.0,r2768636,rebgv,66.00 feet,7921,2013,120,0.0,66,66,10.0,0,2,0,0,0,0
10471 Agassiz Court,3580000,7880,,5.0,5.0,house,,freehold nonstrata,"natural gas,radiant","drapes/window coverings, garage door opener, security system, smoke alarm, sprinkler - fire, sprinkler - inground, storage shed",air conditioning,washer/dryer/fridge/stove/dishwasher,mcnair,104 days,597.0,r2744305,rebgv,109.84 feet,9010,2020,82.02,1.0,109,109,3.0,0,2,0,0,1,0
10000 Blundell Road,2980000,5906,,8.0,7.0,house,,freehold nonstrata,,,,,mclennan,106 days,536.0,r2743815,rebgv,0.00 feet,18645,2005,0,0.0,0,0,18.0,0,2,0,0,-1,0
5720 Woodwards Road,4388800,6386,,5.0,5.0,house,,freehold nonstrata,"heat recovery ventilator, radiant","fireplace insert, garden, heat recovery ventilator, intercom, oven - built in, security system, sprinkler - fire","air conditioning, central air conditioning","in suite laundry, range top, refrigerator, washer/dryer/fridge/stove/dishwasher",lackner,32 days,932.0,r2760614,rebgv,66.00 feet,10896,2023,165.00,1.0,66,66,0.0,0,2,0,0,0,0
6011 Maple Road,2298888,5370,,5.0,1.0,house,,freehold nonstrata,forced air,,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,woodwards,2 days,62.0,r2768416,rebgv,70.01 feet,10369,1968,148.16,2.0,70,70,55.0,0,2,0,0,-1,0
9471 Kirkmond Crescent,2099999,5082,,5.0,2.0,house,,freehold nonstrata,"electric,forced air,natural gas","cul-de-sac, drapes/window coverings, fireplace insert, pantry","recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",seafair,3 days,112.0,r2768590,rebgv,0.00 feet,8986,1959,0,1.0,0,0,64.0,0,4,0,0,0,0
7860 Sunnymede Crescent,6680000,15642,,5.0,3.0,house,,freehold nonstrata,"heat recovery ventilator, radiant","fireplace insert, garage door opener, heat recovery ventilator, oven - built in, security system, vaulted ceiling","air conditioning, shopping nearby","microwave, refrigerator, washer/dryer/fridge/stove/dishwasher",broadmoor,16 days,408.0,r2764730,rebgv,100.00 feet,11360,2017,0,1.0,100,100,6.0,0,2,0,0,1,0
9644 Ashwood Drive,2298000,4603,,4.0,3.0,house,,freehold nonstrata,"heat pump,natural gas",,air conditioning,washer/dryer/fridge/stove/dishwasher,garden city,34 days,655.0,r2760422,rebgv,40.00 feet,4000,1979,100,0.0,40,40,44.0,0,2,0,0,-1,0
9075 Steveston Highway,2188000,5191,,4.0,3.0,house,,freehold nonstrata,"heat recovery ventilator, natural gas,radiant","drapes/window coverings, garage door opener, heat recovery ventilator, security system, vacuum - built in","air conditioning, shopping nearby",washer/dryer/fridge/stove/dishwasher,south arm,3 days,151.0,r2768498,rebgv,33.00 feet,3303,2021,100,1.0,33,33,2.0,0,2,0,0,1,0
9211 Steveston Highway,1599000,4297,,4.0,2.0,house,,freehold nonstrata,electric,"drapes/window coverings, storage shed",,washer/dryer/fridge/stove/dishwasher,gilmore,34 days,265.0,r2760479,rebgv,71.00 feet,8524,1947,120,0.0,71,71,76.0,0,-1,0,0,0,0
9031 Glenallan Gate,2380000,4145,,5.0,3.0,house,,freehold nonstrata,"electric,forced air,natural gas",,shopping nearby,washer/dryer/fridge/stove/dishwasher,saunders,110 days,487.0,r2743458,rebgv,0.00 feet,,1969,,1.0,,,54.0,0,2,0,0,-1,0
9171 Steveston Highway,1599000,4208,,4.0,2.0,house,,freehold nonstrata,,,,,gilmore,34 days,147.0,r2760476,rebgv,66.60 feet,,1981,,0.0,,,42.0,0,1,0,0,-1,0
9231 Steveston Highway,1599000,4933,,3.0,2.0,house,,freehold nonstrata,forced air,,,clothes washer/dryer,gilmore,34 days,116.0,r2760481,rebgv,71.00 feet,8524,1947,120,0.0,71,71,76.0,0,3,0,0,-1,0
2200 Tait Court,1880000,4081,,6.0,3.0,house,,freehold nonstrata,forced air,"drapes/window coverings, garage door opener",,"in suite laundry, washer/dryer/fridge/stove/dishwasher",bridgeport,124 days,3995.0,r2742812,rebgv,55.00 feet,4958,1992,90,1.0,55,55,31.0,0,2,0,0,1,0
7780 Acheson Road,2788000,7666,,3.0,2.0,house,,freehold nonstrata,hot water,drapes/window coverings,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,brighouse south,128 days,429.0,r2742381,rebgv,70.00 feet,8388,1976,120.00,1.0,70,70,47.0,1,-1,0,0,0,0
5811 Francis Road,3588000,8790,,5.0,5.0,house,,freehold nonstrata,,,"recreation nearby, shopping nearby",,lackner,133 days,1555.0,r2742157,rebgv,66.00 feet,10808,2014,163.71,1.0,66,66,9.0,0,2,0,0,-1,0
5680 No. 1 Road,4500000,8306,,5.0,4.0,house,,freehold nonstrata,radiant,"drapes/window coverings, security system, smoke alarm, sprinkler - fire, vacuum - built in","air conditioning, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",terra nova,138 days,824.0,r2741294,rebgv,77.10 feet,8012,2006,103.8,1.0,77,77,17.0,0,2,0,0,0,0
2360 Mclennan Avenue,2198000,5342,,5.0,2.0,house,,freehold nonstrata,"forced air,natural gas",,"recreation nearby, shared laundry, shopping nearby",washer/dryer/fridge/stove/dishwasher,bridgeport,41 days,307.0,r2758355,rebgv,66.00 feet,11946,1972,181,1.0,66,66,51.0,0,2,0,0,-1,0
7520 Lucas Road,6288000,7192,,5.0,5.0,house,,freehold nonstrata,"heat recovery ventilator, radiant","drapes/window coverings, fireplace insert, garden, heat recovery ventilator, intercom, oven - built in, security system, sprinkler - fire","air conditioning, central air conditioning, shopping nearby","in suite laundry, range top, washer/dryer/fridge/stove/dishwasher",broadmoor,41 days,596.0,r2758509,rebgv,66.00 feet,10296,2022,156,1.0,66,66,1.0,0,2,0,0,0,0
10531 Southdale Road,2960000,6648,,5.0,5.0,house,,freehold nonstrata,"heat recovery ventilator, natural gas,radiant","drapes/window coverings, garage door opener, heat recovery ventilator, intercom, jetted bathtub","air conditioning, central air conditioning, golf course nearby, recreation nearby, shopping nearby","microwave, range top, washer/dryer/fridge/stove/dishwasher",south arm,139 days,1119.0,r2741010,rebgv,66.00 feet,8226,2010,124,1.0,66,66,13.0,0,2,0,0,1,0
6280 Williams Road,2898000,5547,,6.0,4.0,house,,freehold nonstrata,"hot water,natural gas,radiant","fireplace insert, oven - built in, sprinkler - fire",,"in suite laundry, refrigerator, washer/dryer/fridge/stove/dishwasher",woodwards,149 days,388.0,r2739313,rebgv,77.49 feet,10235,1992,131.9,1.0,77,77,31.0,0,2,0,0,0,0
3680 Tinmore Place,3988000,9637,,5.0,5.0,house,,freehold nonstrata,,,,,seafair,6 days,295.0,r2767332,rebgv,56.85 feet,,2016,,1.0,,,7.0,0,2,0,0,-1,0
8151 Fairbrook Crescent,3668000,4822,,5.0,5.0,house,,freehold nonstrata,"heat pump,radiant","drapes/window coverings, fireplace insert, garden, oven - built in, security system, smoke alarm","air conditioning, central air conditioning, golf course nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",seafair,151 days,5785.0,r2739184,rebgv,116.00 feet,,2022,,1.0,,,1.0,0,2,0,0,0,0
7511 Sunnybank Avenue,2980000,7672,,4.0,4.0,house,,freehold nonstrata,"baseboard,forced air","cul-de-sac, fireplace insert, security system","recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,broadmoor,6 days,209.0,r2767798,rebgv,74.00 feet,8880,1974,120,1.0,74,74,49.0,0,2,0,0,0,0
12188 Buchanan Street,2299900,3847,,4.0,3.0,house,,freehold nonstrata,"heat recovery ventilator, radiant","heat recovery ventilator, security system, vacuum - built in","air conditioning, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,steveston south,154 days,1496.0,r2738536,rebgv,32.00 feet,,2023,,0.0,,,0.0,0,2,0,0,0,0
4411 Sorenson Crescent,1895000,4356,,3.0,2.0,house,,freehold nonstrata,"electric,forced air",,"recreation nearby, shopping nearby","clothes washer/dryer, refrigerator, stove",west cambie,7 days,98.0,r2766554,rebgv,0.00 feet,7977,,0,0.0,0,0,,0,1,0,0,-1,0
10011 Swift Lane,2778000,5523,,5.0,3.0,house,,freehold nonstrata,"hot water,natural gas,radiant","fireplace insert, oven - built in, sprinkler - fire",,"in suite laundry, refrigerator, washer/dryer/fridge/stove/dishwasher",woodwards,160 days,1331.0,r2737619,rebgv,132.00 feet,10195,1995,77,1.0,132,132,28.0,0,2,0,0,0,0
11140 7th Avenue,2498000,4525,,4.0,4.0,house,,freehold nonstrata,"heat recovery ventilator, hot water,natural gas,radiant","fireplace insert, heat recovery ventilator, security system, smoke alarm, sprinkler - inground","air conditioning, marina nearby, recreation nearby, shopping nearby","disposal - waste, microwave, washer/dryer/fridge/stove/dishwasher",steveston village,42 days,1096.0,r2758183,rebgv,40.00 feet,3960,2023,100,0.0,40,40,0.0,0,2,0,0,0,0
10400 Cornerbrook Crescent,3388000,7839,,5.0,5.0,house,,freehold nonstrata,"hot water,radiant",drapes/window coverings,,"clothes dryer, clothes washer, dishwasher, refrigerator, stove",steveston north,43 days,322.0,r2757665,rebgv,70.00 feet,7031,2015,100,1.0,70,70,8.0,0,1,0,0,0,0
6771 Camsell Crescent,3088000,7796,,5.0,4.0,house,,freehold nonstrata,radiant,"drapes/window coverings, hot tub spa/swirlpool, smoke alarm","air conditioning, central air conditioning, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",granville,43 days,762.0,r2757692,rebgv,60.00 feet,,2016,,2.0,,,7.0,0,2,0,0,0,0
10500 Buttermere Drive,3299000,5571,,6.0,2.0,house,,freehold nonstrata,"hot water,radiant",drapes/window coverings,"golf course nearby, hot tub, marina nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,broadmoor,43 days,537.0,r2757809,rebgv,59.00 feet,6885,1987,116.73,1.0,59,59,36.0,0,2,0,0,0,0
7231 Cavelier Court,3990000,10014,,5.0,5.0,house,,freehold nonstrata,"hot water,radiant",oven - built in,air conditioning,"microwave, washer/dryer/fridge/stove/dishwasher",quilchena,164 days,1903.0,r2736826,rebgv,0.00 feet,,2018,,1.0,,,5.0,0,2,0,0,0,0
11266 No. 2 Road,14380000,24248,,8.0,8.0,house,,freehold nonstrata,"heat recovery ventilator, radiant","elevator, garage door opener, garden, heat recovery ventilator, hot tub spa/swirlpool, oven - built in, pantry, security system, smoke alarm, vacuum - built in","air conditioning, central air conditioning, hot tub, playground, recreation nearby, sauna, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",gilmore,44 days,1058.0,r2757282,rebgv,132.00 feet,,2019,482,3.0,132,132,4.0,0,2,0,0,1,0
4311 Francis Road,3998000,4860,,5.0,5.0,house,,freehold nonstrata,"heat recovery ventilator, radiant","fireplace insert, garden, heat recovery ventilator, intercom, oven - built in, security system, sprinkler - fire","air conditioning, central air conditioning, golf course nearby, shopping nearby","in suite laundry, range top, refrigerator, washer/dryer/fridge/stove/dishwasher",boyd park,48 days,687.0,r2756871,rebgv,75.00 feet,9027,2022,120,1.0,75,75,1.0,0,2,0,0,0,0
2280 No. 6 Road,4788888,7804,,4.0,2.0,house,,freehold nonstrata,,,"golf course nearby, recreation nearby, shopping nearby",,east richmond,169 days,446.0,r2735535,rebgv,370.00 feet,,1928,1014.99,1.0,370,370,95.0,0,2,1,0,-1,0
8497 No. 2 Road,1938800,5149,,5.0,4.0,house,,freehold nonstrata,"hot water,radiant","drapes/window coverings, garage door opener, security system, windows - thermo","recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,lackner,49 days,1476.0,r2756564,rebgv,36.00 feet,4680,2002,130,0.0,36,36,21.0,0,2,0,0,1,0
7151 Francis Road,2280000,6480,,3.0,2.0,house,,freehold nonstrata,"forced air,natural gas",drapes/window coverings,,washer/dryer/fridge/stove/dishwasher,broadmoor,8 days,170.0,r2767116,rebgv,73.70 feet,11055,1977,150,1.0,73,73,46.0,0,2,0,0,0,0
13311 Steveston Highway,4998000,7675,,6.0,6.0,house,,freehold nonstrata,heat pump,garden,central air conditioning,in suite laundry,east richmond,8 days,294.0,r2767054,rebgv,66.00 feet,20473,2019,310,0.0,66,66,4.0,0,2,0,0,0,0
7051 No. 6 Road,5690000,13222,,5.0,5.0,house,,freehold nonstrata,"electric,natural gas,radiant",garage door opener,,washer/dryer/fridge/stove/dishwasher,east richmond,173 days,1080.0,r2734763,rebgv,220.00 feet,,1996,1260,1.0,220,220,27.0,0,2,0,0,1,0
8291 Leslie Road,2388000,4585,,8.0,3.0,house,,freehold nonstrata,"forced air,natural gas","fireplace insert, storage shed",,"clothes washer/dryer, refrigerator, stove",west cambie,50 days,252.0,r2756205,rebgv,66.00 feet,8928,1960,135,0.0,66,66,63.0,0,2,0,0,0,0
22051 Garratt Drive,1520000,3389,,4.0,2.0,house,,freehold nonstrata,"forced air,natural gas",,"central air conditioning, golf course nearby, marina nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,hamilton,175 days,3092.0,r2734407,rebgv,39.37 feet,3875,1992,0.0,1.0,39,39,31.0,0,2,0,0,-1,0
2175 Mclennan Avenue,1788000,3856,,6.0,4.0,house,,freehold nonstrata,"forced air,natural gas",drapes/window coverings,,"in suite laundry, washer/dryer/fridge/stove/dishwasher",bridgeport,50 days,764.0,r2756211,rebgv,45.90 feet,6676,1980,158,0.0,45,45,43.0,0,2,0,0,0,0
23491 Gilley Road,2988000,4312,,4.0,3.0,house,,freehold nonstrata,electric,storage shed,workshop attached,"microwave, washer/dryer/fridge/stove/dishwasher",hamilton,177 days,301.0,r2733738,rebgv,75.00 feet,22522,1979,300,0.0,75,75,44.0,0,2,0,0,0,0
5819 Moncton Street,2299000,5744,,4.0,3.0,house,,freehold nonstrata,"heat recovery ventilator, radiant","heat recovery ventilator, security system, vacuum - built in",air conditioning,washer/dryer/fridge/stove/dishwasher,westwind,181 days,2958.0,r2733113,rebgv,0.00 feet,,2015,,1.0,,,8.0,0,2,0,0,0,0
3340 Lamond Avenue,1699000,4200,,5.0,2.0,house,,freehold nonstrata,natural gas,garden,"playground, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",seafair,50 days,709.0,r2755884,rebgv,66.00 feet,7027,1959,106.5,0.0,66,66,64.0,0,2,0,0,0,0
5891 Riverdale Drive,2350000,0,,3.0,1.0,house,,freehold,forced air,,,,riverdale,183 days,989.0,r2732309,canadian real estate association,"69 ft ,4 in",,1956,,,,,67.0,-1,-1,-1,-1,-1,-1
12 23080 Dyke Road,380000,200,,1.0,1.0,house,,leasehold not prepaid-nonstrata,"heat recovery ventilator, baseboard,heat pump,wood","drapes/window coverings, heat recovery ventilator, windows - thermo","air conditioning, central air conditioning, golf course nearby, marina nearby, recreation nearby, shopping nearby","free standing fireplace or woodstove, in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",hamilton,50 days,1040.0,r2755942,rebgv,0.01 feet,436,1980,.01,1.0,0,0,43.0,0,2,0,0,0,0
9280 Garden City Road,2160000,3557,,5.0,2.0,house,,freehold nonstrata,forced air,,,washer/dryer/fridge/stove/dishwasher,saunders,188 days,680.0,r2730814,rebgv,60.00 feet,,1970,,1.0,,,53.0,0,2,0,0,-1,0
10455 Bridgeport Road,1880000,3325,,6.0,4.0,house,,freehold nonstrata,"electric,natural gas","security system, smoke alarm, vacuum - built in, vaulted ceiling","recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",west cambie,188 days,507.0,r2730909,rebgv,49.00 feet,4398,1960,86,0.0,49,49,63.0,0,2,0,0,0,0
9860 Patterson Road,2049000,5502,,4.0,3.0,house,,freehold nonstrata,radiant,"drapes/window coverings, garage door opener, garden, pantry, security system, smoke alarm, storage shed, vacuum - built in","shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",west cambie,8 days,796.0,r2767438,rebgv,78.00 feet,11550,1988,148.08,0.0,78,78,35.0,0,2,0,0,1,0
10460 Swinton Crescent,3088000,4828,,5.0,6.0,house,,freehold nonstrata,radiant,"drapes/window coverings, security system, vacuum - built in","recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",mcnair,51 days,993.0,r2755750,rebgv,71.00 feet,7528,2023,106,1.0,71,71,0.0,0,2,0,0,0,0
5671 Gibbons Drive,3660000,8356,,5.0,5.0,house,,freehold nonstrata,"heat recovery ventilator, radiant","drapes/window coverings, garage door opener, heat recovery ventilator, oven - built in, pantry, security system",air conditioning,"microwave, washer/dryer/fridge/stove/dishwasher",riverdale,8 days,419.0,r2766890,rebgv,60.00 feet,6330,2019,105.5,1.0,60,60,4.0,0,2,0,0,1,0
11640 Blundell Road,2188000,5166,,5.0,4.0,house,,freehold nonstrata,,,"recreation nearby, shopping nearby",,mclennan,51 days,2694.0,r2756763,rebgv,93.00 feet,22128,1970,237.94,0.0,93,93,53.0,0,1,0,0,-1,0
6060 Thetis Place,2790000,7044,,6.0,5.0,house,,freehold nonstrata,"heat recovery ventilator, hot water,natural gas,radiant","drapes/window coverings, heat recovery ventilator, security system, sprinkler - fire","air conditioning, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,granville,51 days,1318.0,r2755704,rebgv,70.00 feet,6953,2011,100,1.0,70,70,12.0,0,2,0,0,0,0
5120 Maple Road,3099900,7600,,5.0,4.0,house,,freehold nonstrata,"natural gas,radiant","garage door opener, oven - built in, security system, smoke alarm, sprinkler - inground, vacuum - roughed in",,"disposal - waste, microwave, washer/dryer/fridge/stove/dishwasher",lackner,8 days,237.0,r2766760,rebgv,65.00 feet,10764,1992,165.6,1.0,65,65,31.0,0,2,0,0,1,0
Fh 22900 Fraserwood Way,100000,0,,1.0,1.0,house,,leasehold prepaid-nonstrata,"electric,oil",drapes/window coverings,"golf course nearby, marina nearby, shopping nearby","refrigerator, stove",hamilton,51 days,1001.0,r2755485,rebgv,0.01 feet,436,1975,.01,0.0,0,0,48.0,0,2,0,0,0,0
4120 Westminster Highway,4388000,9386,,5.0,5.0,house,,freehold nonstrata,radiant,"fireplace insert, jetted bathtub","air conditioning, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,riverdale,8 days,70.0,r2766736,rebgv,80.00 feet,10400,2017,130,1.0,80,80,6.0,0,2,0,0,0,0
9420 Florimond Road,1950000,4698,,4.0,0.0,house,,freehold nonstrata,"forced air,natural gas",oven - built in,shopping nearby,"clothes washer, dishwasher, microwave, refrigerator, stove",seafair,54 days,482.0,r2755016,rebgv,0.00 feet,,1960,,2.0,,,63.0,0,2,0,0,0,0
5191 Moncton Street,4588000,5928,,3.0,1.0,house,,freehold nonstrata,,,,,westwind,205 days,406.0,r2726593,rebgv,68.00 feet,12249,1954,180,0.0,68,68,69.0,1,-1,0,0,-1,0
2 23240 Dyke Road,325000,638,,2.0,1.0,house,,leasehold not prepaid-nonstrata,"baseboard,electric,wood","drapes/window coverings, garden, storage shed","golf course nearby, marina nearby, shopping nearby, storage","clothes washer/dryer, free standing fireplace or woodstove, in suite laundry, refrigerator, stove",hamilton,208 days,3135.0,r2725698,rebgv,0.01 feet,3485,1998,.01,0.0,0,0,25.0,0,2,0,0,0,0
3817 Mckay Place,2288000,4963,,5.0,4.0,house,,freehold nonstrata,"hot water,radiant","cul-de-sac, drapes/window coverings, garden",shopping nearby,washer/dryer/fridge/stove/dishwasher,west cambie,208 days,1490.0,r2726143,rebgv,0.00 feet,,1990,,0.0,,,33.0,0,2,0,0,0,0
7540 Costain Court,4380000,9641,,5.0,5.0,house,,freehold nonstrata,heat pump,"cul-de-sac, drapes/window coverings, garage door opener, intercom, security system, vacuum - built in","air conditioning, swimming pool equipment",washer/dryer/fridge/stove/dishwasher,granville,9 days,160.0,r2766370,rebgv,0.00 feet,,2011,,1.0,,,12.0,0,2,0,0,1,0
7811 Afton Drive,3099000,8700,,5.0,5.0,house,,freehold nonstrata,radiant,,central air conditioning,,broadmoor,56 days,771.0,r2754743,rebgv,66.00 feet,,2009,,1.0,,,14.0,0,2,0,0,-1,0
3839 Richmond Street,2288000,0,,4.0,3.0,house,,freehold nonstrata,"natural gas,radiant","drapes/window coverings, pantry, security system, smoke alarm","air conditioning, central air conditioning","microwave, range top, washer/dryer/fridge/stove/dishwasher",steveston village,57 days,1355.0,r2754487,rebgv,33.00 feet,3960,2015,120,1.0,33,33,8.0,0,2,0,0,0,0
7388 Barkerville Court,5399000,10216,,5.0,5.0,house,,freehold nonstrata,"hot water,radiant",cul-de-sac,"air conditioning, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",broadmoor,57 days,676.0,r2754181,rebgv,0.00 feet,,2022,,1.0,,,1.0,0,2,0,0,0,0
4780 Moncton Street,1799888,4897,,5.0,3.0,house,,freehold nonstrata,"forced air,natural gas","drapes/window coverings, fireplace insert, garage door opener","recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",steveston south,58 days,2660.0,r2754059,rebgv,0.00 feet,,1987,,0.0,,,36.0,0,2,0,0,1,0
#1 22900 Fraserwood Way,300000,601,,1.0,1.0,house,,leasehold not prepaid-nonstrata,"electric,oil",windows - thermo,"golf course nearby, marina nearby, recreation nearby, shared laundry, shopping nearby","refrigerator, stove",hamilton,244 days,1084.0,r2712208,rebgv,66.00 feet,23874,1975,.01,0.0,66,66,48.0,0,2,0,0,0,0
5100 Maple Road,3680000,9265,,5.0,5.0,house,,freehold nonstrata,"natural gas,radiant",security system,air conditioning,washer/dryer/fridge/stove/dishwasher,lackner,244 days,835.0,r2684271,rebgv,65.00 feet,10723,2007,165,1.0,65,65,16.0,0,2,0,0,0,0
11520 Westminster Highway,1990000,7541,,0.0,1.0,house,,freehold nonstrata,,,"recreation nearby, shopping nearby",,mclennan,9 days,546.0,r2767266,rebgv,74.02 feet,,,600,0.0,74,74,,0,-1,0,0,-1,0
8771 Carmichael Street,4980000,5609,,6.0,4.0,house,,freehold nonstrata,"forced air,natural gas",,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,broadmoor,244 days,269.0,r2687389,rebgv,60.00 feet,7020,1975,117,0.0,60,60,48.0,0,2,0,0,-1,0
6371 Cooney Road,4880000,7829,,3.0,2.0,house,,freehold nonstrata,,,shopping nearby,,brighouse,244 days,505.0,r2680057,rebgv,67.00 feet,8844,1956,132,0.0,67,67,67.0,0,2,0,0,-1,0
22451 Gilley Road,3650000,6189,,2.0,1.0,house,,freehold nonstrata,,,"recreation nearby, shopping nearby",,hamilton,244 days,493.0,r2640542,rebgv,445.50 feet,,1950,740.48,0.0,445,445,73.0,0,1,0,0,-1,0
7320 Nevis Drive,4780000,11835,,5.0,5.0,house,,freehold nonstrata,"heat recovery ventilator, radiant","fireplace insert, garden, heat recovery ventilator, intercom, oven - built in, security system, sprinkler - fire","air conditioning, central air conditioning","in suite laundry, range top, refrigerator, washer/dryer/fridge/stove/dishwasher",broadmoor,62 days,868.0,r2753632,rebgv,0.00 feet,,2018,,1.0,,,5.0,0,2,0,0,0,0
