1609 8333 Sweet Avenue,"$998,000",,,,,,,,,,,,,,,,,,,,,,
418 9213 Odlin Road,"$938,000",$0,$577,3,2,apt/condo,,freehold strata,"penthouse,upper unit",hot water,,"air conditioning, central air conditioning, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",west cambie,2 days,97,r2768985,rebgv,,,built in 2021 (2 yrs old),,0
1207 3328 Carscallen Road,"$959,900",$0,$386,2,2,apt/condo,,freehold strata,"1 storey,corner unit","forced air,heat pump","drapes/window coverings, elevator","air conditioning, central air conditioning, exercise room, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",west cambie,98 days,619,r2745486,rebgv,,,built in 2021 (2 yrs old),,0
5591 Oliver Drive,"$1,599,000","$3,851",,4,2,house,,freehold nonstrata,2 storey,"forced air,natural gas","drapes/window coverings, garage door opener, other - see remarks, pantry, storage shed, vacuum - built in","air conditioning, golf course nearby, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher, wine cooler",hamilton,2 days,181,r2768916,rebgv,39.80 feet,39 ft x 99 ft (3895 ft²),built in 1992 (31 yrs old),99.40,1
8331 Williams Road,"$2,780,000","$6,577",,5,5,house,,freehold nonstrata,2 storey,radiant,"smoke alarm, sprinkler - fire","recreation nearby, shopping nearby","clothes dryer, clothes washer, dishwasher, in suite laundry, refrigerator, stove",saunders,29 days,797,r2761517,rebgv,66.01 feet,66 ft x 159 ft (10551 ft²),built in 1994 (29 yrs old),159.87,1
19740 River Road,"$25,000,000","$6,412",,0,,land/lot,,freehold nonstrata,,,,,,east richmond,98 days,694,r2745497,rebgv,,124.0 acres,,,
1206 3268 Carscallen Road,"$1,049,900",$0,$426,2,2,apt/condo,,freehold strata,upper unit,"forced air,heat pump","garden, oven - built in","air conditioning, central air conditioning, exercise room, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",west cambie,97 days,482,r2745742,rebgv,,,built in 2021 (2 yrs old),,0
43 5840 Dover Crescent,"$975,000","$2,622",$267,3,2,townhouse,,freehold strata,3 storey,"baseboard,electric",garden,"recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",riverdale,29 days,1168,r2761394,rebgv,,,built in 1995 (28 yrs old),,1
9491 Desmond Road,"$3,880,000","$4,854",,5,5,house,,freehold nonstrata,2 storey,"natural gas,radiant","drapes/window coverings, garage door opener, oven - built in, vacuum - built in","air conditioning, central air conditioning, shopping nearby","dishwasher, in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",seafair,99 days,2068,r2745441,rebgv,66.00 feet,66 ft x 120 ft (7920 ft²),built in 2022 (1 yrs old),120,1
116 7571 Moffatt Road,"$599,000","$1,411",$416,2,1,apt/condo,,freehold strata,3 storey,"baseboard,electric","elevator, garage door opener, garden, smoke alarm","exercise room, recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",brighouse,30 days,527,r2761210,rebgv,,,built in 1986 (37 yrs old),,0
605 3268 Carscallen Road,"$649,900",$0,$266,1,1,apt/condo,,freehold strata,upper unit,"forced air,heat pump","garden, oven - built in","air conditioning, central air conditioning, exercise room, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",west cambie,97 days,563,r2745730,rebgv,,,built in 2021 (2 yrs old),,0
5811 Murchison Road,"$3,888,000","$5,281",,5,5,house,,freehold nonstrata,2 storey,"heat recovery ventilator, electric,natural gas,radiant","drapes/window coverings, garage door opener, heat recovery ventilator, oven - built in, security system, sprinkler - inground, vacuum - built in","air conditioning, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",riverdale,99 days,1376,r2745055,rebgv,69.00 feet,69 ft x 117 ft (8074 ft²),built in 2023 (0 yrs old),117,1
3191 Wardmore Place,"$2,959,000","$7,266",,5,4,house,,freehold nonstrata,2 storey,geothermal,"drapes/window coverings, garage door opener, smoke alarm","golf course nearby, recreation nearby, shopping nearby","disposal - waste, in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",seafair,30 days,2839,r2761330,rebgv,0.00 feet,7031 ft²,built in 2013 (10 yrs old),,1
1603 8699 Hazelbridge Way,"$1,229,900",$0,$519,3,2,apt/condo,,freehold strata,"corner unit,upper unit","forced air,heat pump","drapes/window coverings, elevator","air conditioning, central air conditioning, exercise room, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",west cambie,189 days,1919,r2730894,rebgv,,,built in 2021 (2 yrs old),,0
11431 Seacrest Road,"$1,880,000","$4,529",,6,2,house,,freehold nonstrata,2 storey,forced air,"drapes/window coverings, oven - built in","recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,ironwood,99 days,782,r2745106,rebgv,60.00 feet,60 ft x 120 ft (7200 ft²),built in 1967 (56 yrs old),120,1
73 9339 Alberta Road,"$929,000","$2,107",$444,3,2,townhouse,,freehold strata,2 storey,"baseboard,electric,natural gas",,"exercise room, recreation nearby, shopping nearby",in suite laundry,brighouse,30 days,1797,r2760870,rebgv,,,built in 2003 (20 yrs old),,0
9340 No. 6 Road,"$3,300,000","$8,472",,2,1,house,,freehold nonstrata,"1 1/2 storey,1 storey",,,"golf course nearby, recreation nearby, shopping nearby",,east richmond,100 days,283,r2745018,rebgv,156.21 feet,156 ft x 1347 ft (4.77 acres),built in 1956 (67 yrs old),1347.98,0
711 6688 Pearson Way,"$1,249,000","$3,183",$789,2,2,apt/condo,,freehold strata,upper unit,heat pump,,"bike room, exercise room, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",brighouse,30 days,238,r2760816,rebgv,,,built in 2021 (2 yrs old),,0
4780 Steveston Highway,"$2,580,000","$7,150",,0,,land/lot,,freehold nonstrata,,,,,,steveston north,2 days,19,r2768529,rebgv,80.15 feet,80 ft x 137 ft (11033 ft²),,137.99,
1206 3268 Carscallen Road,"$1,049,900",$0,$426,2,2,apt/condo,,freehold strata,upper unit,"forced air,heat pump","garden, oven - built in","air conditioning, central air conditioning, exercise room, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",west cambie,97 days,482,r2745742,rebgv,,,built in 2021 (2 yrs old),,0
3880 No. 3 Road,"$4,980,000",,,0,,land/lot,,,,,,,,west cambie,100 days,288,c8048633,canadian real estate association,,,,,
10720 Railway Avenue,"$2,300,000","$5,310",,3,1,house,,freehold nonstrata,rancher/bungalow,"forced air,natural gas",drapes/window coverings,"recreation nearby, shopping nearby","refrigerator, stove",steveston north,261 days,900,r2713469,rebgv,0.00 feet,0 ft x 0 ft (10837 ft²),built in 1959 (64 yrs old),0,1
605 3268 Carscallen Road,"$649,900",$0,$266,1,1,apt/condo,,freehold strata,upper unit,"forced air,heat pump","garden, oven - built in","air conditioning, central air conditioning, exercise room, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",west cambie,97 days,563,r2745730,rebgv,,,built in 2021 (2 yrs old),,0
5231 Chetwynd Avenue,"$3,688,000","$5,561",,5,5,house,,freehold nonstrata,2 storey,radiant,"drapes/window coverings, garden, security system, smoke alarm, vacuum - built in","air conditioning, central air conditioning, recreation nearby, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",lackner,100 days,1613,r2744780,rebgv,76.00 feet,76 ft x 93 ft (7100 ft²),built in 2023 (0 yrs old),93,1
505 7988 Ackroyd Road,"$799,000","$2,052",$440,2,2,apt/condo,,freehold nonstrata,1 storey,"baseboard,electric",,"air conditioning, exercise room, recreation nearby, sauna, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",brighouse,2 days,112,r2768899,rebgv,,,built in 2013 (10 yrs old),,0
1603 8699 Hazelbridge Way,"$1,229,900",$0,$519,3,2,apt/condo,,freehold strata,"corner unit,upper unit","forced air,heat pump","drapes/window coverings, elevator","air conditioning, central air conditioning, exercise room, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",west cambie,189 days,1922,r2730894,rebgv,,,built in 2021 (2 yrs old),,0
305 7591 Moffatt Road,"$649,800","$1,644",$453,2,1,apt/condo,,freehold strata,1 storey,"baseboard,electric","drapes/window coverings, intercom, storage shed","exercise room, recreation nearby, sauna, shared laundry, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",brighouse,100 days,1801,r2744705,rebgv,,,built in 1986 (37 yrs old),,0
9728 Saunders Road,"$3,398,000","$7,669",,5,5,house,,freehold nonstrata,2 storey,"heat recovery ventilator, natural gas,radiant","heat recovery ventilator, security system, vaulted ceiling","air conditioning, central air conditioning, recreation nearby, sauna, shopping nearby",washer/dryer/fridge/stove/dishwasher,saunders,2 days,53,r2768636,rebgv,66.00 feet,66 ft x 120 ft (7921 ft²),built in 2013 (10 yrs old),120,0
309 8020 Ryan Road,"$278,000",$0,"$1,069",3,1,apt/condo,,leasehold prepaid-nonstrata,upper unit,"baseboard,hot water,natural gas",,"recreation nearby, shared laundry, shopping nearby","refrigerator, stove",south arm,103 days,2099,r2744264,rebgv,,,built in 1973 (50 yrs old),,1
502 23222 Gilley Road,"$809,900",$0,$556,2,2,apt/condo,,freehold strata,1 storey,geothermal,"garden, smoke alarm, sprinkler - fire","exercise room, marina nearby, recreation nearby, shopping nearby","microwave, range top, washer/dryer/fridge/stove/dishwasher",hamilton,2 days,33,r2768792,rebgv,,,built in 2025 (-2 yrs old),,0
10720 Railway Avenue,"$2,300,000","$5,310",,3,1,house,,freehold nonstrata,rancher/bungalow,"forced air,natural gas",drapes/window coverings,"recreation nearby, shopping nearby","refrigerator, stove",steveston north,261 days,900,r2713469,rebgv,0.00 feet,0 ft x 0 ft (10837 ft²),built in 1959 (64 yrs old),0,1
204 8020 Ryan Road,"$282,000",$0,"$1,062",3,1,apt/condo,,leasehold prepaid-nonstrata,inside unit,"baseboard,hot water,radiant",,"recreation nearby, shared laundry, shopping nearby","refrigerator, stove",south arm,103 days,1162,r2744233,rebgv,,,built in 1973 (50 yrs old),,1
